DATE;SOURCE_ID;DESCRIPTION;NET_CREDIT_AMOUNT;NET_DEBIT_AMOUNT;GROSS_AMOUNT;MP_FEE_AMOUNT;TAXES_AMOUNT;PAYMENT_METHOD;TRANSACTION_APPROVAL_DATE;BUSINESS_UNIT;SUB_UNIT;BALANCE_AMOUNT;PAYMENT_METHOD_TYPE;PURCHASE_ID
2026-05-05T09:39:04.000-03:00;157026550821;payout;0.00;72834.40;-72400.00;0.00;-434.40;available_money;2026-05-05T09:39:04.000-03:00;;;2597046.99;;
2026-05-05T12:13:47.000-03:00;157819247358;payment;6958.00;0.00;7000.00;0.00;-42.00;available_money;2026-05-05T12:13:47.000-03:00;;;2604004.99;account_money;
2026-05-06T09:20:50.000-03:00;157961136646;payment;6958.00;0.00;7000.00;0.00;-42.00;available_money;2026-05-06T09:20:50.000-03:00;;;2610962.99;account_money;
2026-05-06T14:23:27.000-03:00;158010836406;payment;6958.00;0.00;7000.00;0.00;-42.00;available_money;2026-05-06T14:23:27.000-03:00;;;2617920.99;account_money;
2026-05-06T22:00:18.000-03:00;158084148816;payment;12922.00;0.00;13000.00;0.00;-78.00;available_money;2026-05-06T22:00:18.000-03:00;;;2630842.99;account_money;
2026-05-06T23:16:11.000-03:00;157323378795;payment;19383.00;0.00;19500.00;0.00;-117.00;available_money;2026-05-06T23:16:11.000-03:00;;;2650225.99;account_money;
2026-05-07T06:53:23.000-03:00;157349261141;payment;6461.00;0.00;6500.00;0.00;-39.00;available_money;2026-05-07T06:53:23.000-03:00;;;2656686.99;account_money;
2026-05-07T13:14:26.000-03:00;158171962310;payment;6958.00;0.00;7000.00;0.00;-42.00;available_money;2026-05-07T13:14:26.000-03:00;;;2663644.99;account_money;
2026-05-07T17:49:55.000-03:00;157445111137;reserve_for_payment;0.00;32632.93;-32632.93;0.00;0.00;available_money;2026-05-07T17:49:55.000-03:00;Mercado Pago;QR;2631012.06;account_money;
2026-05-07T17:49:55.000-03:00;157445111137;reserve_for_payment;32632.93;0.00;32632.93;0.00;0.00;available_money;2026-05-07T17:49:55.000-03:00;Mercado Pago;QR;2663644.99;account_money;
2026-05-07T17:49:55.000-03:00;157445111137;payment;0.00;32632.93;-32438.30;0.00;-194.63;available_money;2026-05-07T17:49:55.000-03:00;Mercado Pago;QR;2631012.06;account_money;
2026-05-08T12:46:42.000-03:00;158336388922;reserve_for_payout;0.00;525839.23;-525839.23;0.00;0.00;available_money;2026-05-08T12:46:42.000-03:00;;;2105172.83;;
2026-05-08T12:46:45.000-03:00;158336388922;reserve_for_payout;525839.23;0.00;525839.23;0.00;0.00;available_money;2026-05-08T12:46:45.000-03:00;;;2631012.06;;
